Gene	Bias	TCPOBOP_FPKM	TCPOBOP_FC	TCPOBOP_Compartment
NADK	Up	65.47	2.13	Cyto - Female
NCALD	Up	12.72	2.18	Cyto - Female
NCAM2	Up	1.30	4.23	CBnPAs - Male
NCAPG	Up	1.20	5.87	CB - Female
NCAPG2	Up	1.64	3.67	NP - Female
NCOA4	Up	641.12	1.73	NP - Male
ncRNA_as_chr1_103	Up	7.23	6.48	Cyto - Male
ncRNA_as_chr1_782	Up	11.42	2.82	CB - Female
ncRNA_as_chr10_8460	Up	57.57	143.73	Nuc - Female
ncRNA_as_chr10_8927	Up	1.42	2.12	CBnPAs - Female
ncRNA_as_chr10_9015	Up	1.44	3.51	Cyto - Female
ncRNA_as_chr11_10225	Up	3.02	1.88	CBnPAs - Female
ncRNA_as_chr11_9423	Up	34.69	4.52	CBnPAs - Male
ncRNA_as_chr11_9684	Up	2.06	2.18	CBnPAs - Female
ncRNA_as_chr11_9709	Up	8.20	4.54	CB - Female
ncRNA_as_chr12_10896	Up	16.72	118.62	CB - Male
ncRNA_as_chr15_12321	Up	0.40	6.14	CBnPAs - Male
ncRNA_as_chr16_13151	Up	1.07	3.25	Cyto - Male
ncRNA_as_chr16_13353	Up	0.50	3.15	Nuc - Female
ncRNA_as_chr16_13511	Up	75.06	2.35	CB - Female
ncRNA_as_chr16_13512	Up	0.80	18.28	Cyto - Female
ncRNA_as_chr17_13731	Up	1.46	3.90	CBnPAs - Male
ncRNA_as_chr17_13828	Up	12.76	1.83	 Nuc - Male
ncRNA_as_chr19_15054	Up	24.99	3.71	CB - Female
ncRNA_as_chr2_1675	Up	0.35	8.93	CBnPAs - Male
ncRNA_as_chr3_2474	Up	0.63	7.92	Cyto - Male
ncRNA_as_chr3_2485	Up	1.29	3.99	Nuc - Female
ncRNA_as_chr3_2955	Up	0.35	6.29	CB - Female
ncRNA_as_chr4_3217	Up	0.39	10.72	CB - Female
ncRNA_as_chr4_3297	Up	9.62	5.58	Cyto - Male
ncRNA_as_chr4_3532	Up	4.30	3.87	Cyto - Male
ncRNA_as_chr5_4655	Up	2.03	4.16	CB - Female
ncRNA_as_chr5_4662	Up	0.18	6.16	CB - Female
ncRNA_as_chr5_4744	Up	1.59	60.17	Nuc - Female
ncRNA_as_chr6_5132	Up	0.75	2.83	CBnPAs - Male
ncRNA_as_chr6_5250	Up	3.96	4.97	Cyto - Male
ncRNA_as_chr6_5335	Up	12.76	138.51	CBnPAs - Female
ncRNA_as_chr6_5336	Up	1.66	5.96	CB - Female
ncRNA_as_chr7_5897	Up	0.50	4.12	CB - Female
ncRNA_as_chr7_5955	Up	0.27	2.34	CBnPAs - Male
ncRNA_as_chr7_5964	Up	0.83	3.05	Cyto - Male
ncRNA_as_chr7_5999	Up	0.91	23.78	Cyto - Female
ncRNA_as_chr7_6302	Up	16.08	7.84	CB - Female
ncRNA_as_chr7_6377	Up	1.02	6.62	Cyto - Female
ncRNA_as_chr7_6547	Up	0.39	4.74	Cyto - Male
ncRNA_as_chr8_7359	Up	4.64	42.58	Cyto - Female
ncRNA_as_chr9_8393	Up	2.92	2.25	CBnPAs - Female
ncRNA_as_chr9_8401	Up	1.14	7.20	Cyto - Female
ncRNA_as_chrX_15318	Up	0.35	16.40	 Nuc - Male
ncRNA_inter_chr1_294	Up	34.87	3.74	CBnPAs - Male
ncRNA_inter_chr1_401	Up	4.39	9.58	NP - Female
ncRNA_inter_chr1_406	Up	2.24	10.08	CB - Male
ncRNA_inter_chr1_494	Up	2.17	3.88	CBnPAs - Female
ncRNA_inter_chr1_495	Up	2.84	2.97	CBnPAs - Female
ncRNA_inter_chr1_496	Up	167.70	2.60	CBnPAs - Female
ncRNA_inter_chr1_525	Up	11.19	2.08	CB - Female
ncRNA_inter_chr1_569	Up	1.24	5.18	CBnPAs - Male
ncRNA_inter_chr1_571	Up	0.87	6.21	CBnPAs - Male
ncRNA_inter_chr1_590	Up	0.59	2.30	CBnPAs - Female
ncRNA_inter_chr1_602	Up	0.18	57.95	CB - Female
ncRNA_inter_chr1_610	Up	1.05	3.90	CBnPAs - Male
ncRNA_inter_chr1_673	Up	0.42	41.22	CBnPAs - Male
ncRNA_inter_chr1_674	Up	1.52	19.72	CB - Male
ncRNA_inter_chr1_676	Up	14.32	3.83	CBnPAs - Female
ncRNA_inter_chr1_677	Up	0.66	4.56	CBnPAs - Male
ncRNA_inter_chr1_678	Up	5.63	3.59	CBnPAs - Male
ncRNA_inter_chr1_679	Up	0.67	57.02	CBnPAs - Male
ncRNA_inter_chr1_807	Up	1.30	7.93	CBnPAs - Male
ncRNA_inter_chr1_841	Up	23.37	2.61	CBnPAs - Male
ncRNA_inter_chr1_931	Up	22.30	6.99	 Nuc - Male
ncRNA_inter_chr1_941	Up	5.95	4.07	CB - Female
ncRNA_inter_chr10_8451	Up	1.30	7.07	NP - Female
ncRNA_inter_chr10_8461	Up	0.30	46.87	CB - Female
ncRNA_inter_chr10_8648	Up	1.41	3.00	CBnPAs - Female
ncRNA_inter_chr10_8767	Up	12.20	6.12	Cyto - Female
ncRNA_inter_chr10_8820	Up	0.31	10.79	CBnPAs - Female
ncRNA_inter_chr10_9220	Up	0.14	39.27	Cyto - Female
ncRNA_inter_chr10_9222	Up	3.00	3.85	CB - Female
ncRNA_inter_chr10_9351	Up	10.78	5.77	CBnPAs - Male
ncRNA_inter_chr11_10038	Up	0.23	6.95	CBnPAs - Male
ncRNA_inter_chr11_10110	Up	0.97	5.06	CBnPAs - Male
ncRNA_inter_chr11_9433	Up	4.36	43.01	CB - Female
ncRNA_inter_chr11_9627	Up	0.96	3.10	NP - Male
ncRNA_inter_chr11_9635	Up	0.48	7.56	CB - Female
ncRNA_inter_chr11_9636	Up	0.32	4.76	CBnPAs - Female
ncRNA_inter_chr11_9655	Up	2.06	9.02	CB - Male
ncRNA_inter_chr11_9656	Up	2.28	161.42	CBnPAs - Female
ncRNA_inter_chr11_9661	Up	1.96	3.85	CBnPAs - Male
ncRNA_inter_chr11_9780	Up	0.88	6.62	CBnPAs - Male
ncRNA_inter_chr11_9827	Up	1.10	5.24	CB - Female
ncRNA_inter_chr11_9875	Up	0.32	3.79	CBnPAs - Male
ncRNA_inter_chr12_10332	Up	0.80	3.26	CB - Female
ncRNA_inter_chr12_10384	Up	10.14	2.82	CBnPAs - Female
ncRNA_inter_chr12_10390	Up	0.79	6.58	CB - Female
ncRNA_inter_chr12_10454	Up	51.39	2.49	CB - Female
ncRNA_inter_chr12_10456	Up	1.79	5.92	CBnPAs - Female
ncRNA_inter_chr12_10458	Up	7.46	4.87	CBnPAs - Female
ncRNA_inter_chr12_10621	Up	39.95	18.02	CB - Female
ncRNA_inter_chr12_10628	Up	18.77	2.22	 Nuc - Male
ncRNA_inter_chr12_10715	Up	2.27	3.27	Nuc - Female
ncRNA_inter_chr13_11023	Up	0.64	3.85	CBnPAs - Male
ncRNA_inter_chr13_11028	Up	1.66	27.03	CB - Male
ncRNA_inter_chr13_11086	Up	2.83	4.65	CBnPAs - Male
ncRNA_inter_chr13_11099	Up	6.22	6.27	CBnPAs - Male
ncRNA_inter_chr13_11100	Up	0.68	84.61	CB - Male
ncRNA_inter_chr13_11116	Up	0.75	22.29	CBnPAs - Female
ncRNA_inter_chr13_11118	Up	1.37	5.80	CBnPAs - Female
ncRNA_inter_chr13_11120	Up	1.80	5.04	CBnPAs - Female
ncRNA_inter_chr13_11121	Up	0.37	5.53	CBnPAs - Male
ncRNA_inter_chr13_11128	Up	2.89	6.64	CB - Male
ncRNA_inter_chr13_11144	Up	0.67	3.19	CBnPAs - Female
ncRNA_inter_chr13_11284	Up	0.39	5.11	CB - Male
ncRNA_inter_chr13_11287	Up	12.24	2.68	CB - Female
ncRNA_inter_chr13_11294	Up	5.76	4.87	Cyto - Female
ncRNA_inter_chr13_11436	Up	38.75	1702.50	CB - Female
ncRNA_inter_chr14_12058	Up	0.42	16.57	CB - Male
ncRNA_inter_chr14_12154	Up	6.30	4.00	Nuc - Female
ncRNA_inter_chr14_12191	Up	3.28	4.94	 Nuc - Male
ncRNA_inter_chr14_12214	Up	2.35	5.17	CBnPAs - Female
ncRNA_inter_chr14_12297	Up	6.71	3.98	Nuc - Female
ncRNA_inter_chr14_12299	Up	1.73	4.96	CBnPAs - Male
ncRNA_inter_chr15_12606	Up	2.19	33.69	NP - Female
ncRNA_inter_chr15_12792	Up	1.11	5.82	CBnPAs - Male
ncRNA_inter_chr15_12793	Up	1.91	6.93	CBnPAs - Male
ncRNA_inter_chr15_12834	Up	21.02	18.68	CB - Female
ncRNA_inter_chr15_12835	Up	3.26	14.73	CBnPAs - Female
ncRNA_inter_chr15_12836	Up	2.45	5.66	CB - Female
ncRNA_inter_chr15_12869	Up	0.80	46.29	CBnPAs - Female
ncRNA_inter_chr16_12998	Up	177.24	8.89	CBnPAs - Female
ncRNA_inter_chr16_13000	Up	3.06	3.66	CBnPAs - Female
ncRNA_inter_chr16_13001	Up	7.37	4.32	CBnPAs - Female
ncRNA_inter_chr16_13002	Up	1.04	5.67	CBnPAs - Female
ncRNA_inter_chr16_13005	Up	1.19	5.16	CBnPAs - Female
ncRNA_inter_chr16_13007	Up	0.86	5.18	CBnPAs - Female
ncRNA_inter_chr16_13010	Up	0.78	8.07	CBnPAs - Female
ncRNA_inter_chr16_13012	Up	1.26	6.53	CBnPAs - Female
ncRNA_inter_chr16_13016	Up	1.23	5.37	CB - Female
ncRNA_inter_chr16_13025	Up	0.61	8.80	CBnPAs - Female
ncRNA_inter_chr16_13026	Up	0.70	6.47	CBnPAs - Female
ncRNA_inter_chr16_13136	Up	5.13	2.45	CBnPAs - Male
ncRNA_inter_chr16_13137	Up	10.77	1.99	CBnPAs - Male
ncRNA_inter_chr16_13138	Up	8.79	2.22	CBnPAs - Male
ncRNA_inter_chr16_13139	Up	12.18	1.92	CBnPAs - Male
ncRNA_inter_chr16_13140	Up	3.15	1.97	CBnPAs - Male
ncRNA_inter_chr16_13141	Up	12.04	1.80	CBnPAs - Male
ncRNA_inter_chr16_13142	Up	1.72	1.92	CBnPAs - Male
ncRNA_inter_chr16_13225	Up	15.63	7.53	CBnPAs - Female
ncRNA_inter_chr16_13349	Up	33.94	2.38	CB - Female
ncRNA_inter_chr16_13508	Up	2.04	27.83	CB - Female
ncRNA_inter_chr16_13510	Up	62.14	4.92	Nuc - Female
ncRNA_inter_chr17_13826	Up	0.44	7.06	CB - Female
ncRNA_inter_chr17_13841	Up	2.49	7.63	CB - Female
ncRNA_inter_chr17_13842	Up	2.07	9.12	NP - Female
ncRNA_inter_chr17_14130	Up	16.35	4.61	CB - Female
ncRNA_inter_chr17_14132	Up	2.06	6.38	Cyto - Female
ncRNA_inter_chr17_14175	Up	97.08	1.95	CB - Female
ncRNA_inter_chr18_14449	Up	3.21	5.78	CBnPAs - Female
ncRNA_inter_chr18_14559	Up	3.92	3.47	CBnPAs - Female
ncRNA_inter_chr18_14655	Up	0.19	12.80	CBnPAs - Male
ncRNA_inter_chr18_14680	Up	2.45	17.30	 Nuc - Male
ncRNA_inter_chr18_14690	Up	6.44	6.52	CB - Male
ncRNA_inter_chr18_14691	Up	1.88	5.64	NP - Female
ncRNA_inter_chr19_14717	Up	2.32	17.45	Nuc - Female
ncRNA_inter_chr19_14770	Up	9.47	2.75	CB - Female
ncRNA_inter_chr19_14790	Up	3.09	27.45	Cyto - Male
ncRNA_inter_chr19_14813	Up	2.00	5.39	CBnPAs - Male
ncRNA_inter_chr19_14851	Up	21.71	2.78	CB - Male
ncRNA_inter_chr19_14853	Up	24.25	5.10	CBnPAs - Male
ncRNA_inter_chr19_14855	Up	0.29	65.49	NP - Female
ncRNA_inter_chr19_14856	Up	1.86	6.06	CBnPAs - Female
ncRNA_inter_chr19_14947	Up	2.81	3.07	CB - Male
ncRNA_inter_chr19_14967	Up	10.60	1.91	CBnPAs - Male
ncRNA_inter_chr19_15003	Up	0.33	19.25	CBnPAs - Male
ncRNA_inter_chr19_15004	Up	46.37	180.70	CB - Female
ncRNA_inter_chr19_15056	Up	2.74	2.89	CB - Female
ncRNA_inter_chr19_15164	Up	0.26	2.86	CBnPAs - Female
ncRNA_inter_chr19_15165	Up	0.65	3.07	CBnPAs - Female
ncRNA_inter_chr19_15167	Up	0.22	7.63	CBnPAs - Female
ncRNA_inter_chr19_15168	Up	5.89	2.95	CBnPAs - Female
ncRNA_inter_chr19_15169	Up	1.17	2.91	CBnPAs - Female
ncRNA_inter_chr19_15170	Up	5.92	2.77	CB - Female
ncRNA_inter_chr19_15171	Up	13.52	3.66	CBnPAs - Female
ncRNA_inter_chr19_15173	Up	1.67	3.38	CBnPAs - Female
ncRNA_inter_chr19_15175	Up	6.20	3.09	CBnPAs - Female
ncRNA_inter_chr19_15177	Up	15.40	3.52	CBnPAs - Female
ncRNA_inter_chr19_15178	Up	69.64	2.45	CB - Female
ncRNA_inter_chr19_15179	Up	37.62	3.40	CBnPAs - Female
ncRNA_inter_chr19_15189	Up	0.67	4.25	CBnPAs - Male
ncRNA_inter_chr19_15190	Up	2.23	5.27	CB - Male
ncRNA_inter_chr2_1098	Up	14.08	3.60	CB - Female
ncRNA_inter_chr2_1156	Up	8.14	9.20	CBnPAs - Male
ncRNA_inter_chr2_1266	Up	3.55	2.36	CBnPAs - Female
ncRNA_inter_chr2_1268	Up	1.69	10.73	CBnPAs - Female
ncRNA_inter_chr2_1270	Up	0.51	55.65	CBnPAs - Male
ncRNA_inter_chr2_1434	Up	0.39	46.40	CBnPAs - Female
ncRNA_inter_chr2_1804	Up	113.14	2.70	CB - Female
ncRNA_inter_chr2_1805	Up	3.36	2.76	CBnPAs - Female
ncRNA_inter_chr2_1806	Up	0.34	3.15	CBnPAs - Female
ncRNA_inter_chr2_1809	Up	3.02	2.13	CBnPAs - Female
ncRNA_inter_chr2_1810	Up	4.03	2.66	CBnPAs - Female
ncRNA_inter_chr2_1812	Up	5.47	2.35	CBnPAs - Female
ncRNA_inter_chr2_2017	Up	9.17	2.85	CBnPAs - Female
ncRNA_inter_chr2_2112	Up	1.31	8.87	CBnPAs - Male
ncRNA_inter_chr3_2128	Up	13.30	8.60	CB - Female
ncRNA_inter_chr3_2129	Up	3.07	10.85	CBnPAs - Female
ncRNA_inter_chr3_2130	Up	0.67	6.27	CBnPAs - Female
ncRNA_inter_chr3_2132	Up	1.43	15.57	CBnPAs - Female
ncRNA_inter_chr3_2133	Up	1.15	6.27	CBnPAs - Female
ncRNA_inter_chr3_2134	Up	0.41	10.47	CBnPAs - Female
ncRNA_inter_chr3_2136	Up	2.65	16.28	CBnPAs - Female
ncRNA_inter_chr3_2137	Up	1.48	17.65	CB - Female
ncRNA_inter_chr3_2159	Up	0.79	88.23	CBnPAs - Male
ncRNA_inter_chr3_2161	Up	3.25	46.59	CB - Male
ncRNA_inter_chr3_2162	Up	4.08	57.13	CBnPAs - Male
ncRNA_inter_chr3_2165	Up	25.98	53.26	CBnPAs - Male
ncRNA_inter_chr3_2166	Up	36.18	76.99	CBnPAs - Male
ncRNA_inter_chr3_2197	Up	2.27	2.95	CBnPAs - Male
ncRNA_inter_chr3_2269	Up	0.41	23.77	Cyto - Female
ncRNA_inter_chr3_2298	Up	2.97	2.60	CBnPAs - Male
ncRNA_inter_chr3_2300	Up	15.29	2.42	CBnPAs - Female
ncRNA_inter_chr3_2301	Up	12.86	2.49	CBnPAs - Female
ncRNA_inter_chr3_2302	Up	17.06	2.37	CBnPAs - Female
ncRNA_inter_chr3_2303	Up	13.12	2.58	CBnPAs - Female
ncRNA_inter_chr3_2431	Up	1.13	5.20	CB - Female
ncRNA_inter_chr3_2475	Up	3.68	4.93	CB - Female
ncRNA_inter_chr3_2542	Up	0.18	6.33	CBnPAs - Male
ncRNA_inter_chr3_2543	Up	5.56	2.54	CBnPAs - Male
ncRNA_inter_chr3_2576	Up	4.17	2.09	CBnPAs - Male
ncRNA_inter_chr3_2721	Up	0.14	43.92	CBnPAs - Male
ncRNA_inter_chr3_2722	Up	5.12	9.38	CBnPAs - Male
ncRNA_inter_chr3_2742	Up	1.22	47.07	CB - Male
ncRNA_inter_chr3_2895	Up	5.35	4.06	CBnPAs - Male
ncRNA_inter_chr3_2937	Up	3.86	5.67	CBnPAs - Female
ncRNA_inter_chr4_3067	Up	1.17	57.48	Cyto - Female
ncRNA_inter_chr4_3088	Up	5.02	3.27	CB - Female
ncRNA_inter_chr4_3142	Up	0.30	5.01	CB - Male
ncRNA_inter_chr4_3183	Up	1.32	5.44	CBnPAs - Female
ncRNA_inter_chr4_3282	Up	3.41	2.17	CB - Male
ncRNA_inter_chr4_3307	Up	1.21	24.71	CBnPAs - Female
ncRNA_inter_chr4_3422	Up	3.26	1.99	CBnPAs - Male
ncRNA_inter_chr4_3424	Up	2.91	3.54	CBnPAs - Female
ncRNA_inter_chr4_3425	Up	0.26	9.82	 Nuc - Male
ncRNA_inter_chr4_3549	Up	17.13	4.28	CB - Female
ncRNA_inter_chr4_3618	Up	9.64	1.96	CB - Female
ncRNA_inter_chr4_3673	Up	1.67	8.69	NP - Male
ncRNA_inter_chr4_3779	Up	74.53	10.26	CB - Male
ncRNA_inter_chr5_4316	Up	8.26	58.24	CB - Female
ncRNA_inter_chr5_4321	Up	0.11	52.85	CBnPAs - Male
ncRNA_inter_chr5_4322	Up	1.05	96.04	CB - Male
ncRNA_inter_chr5_4338	Up	4.58	2.69	CB - Male
ncRNA_inter_chr5_4351	Up	0.96	3.18	CBnPAs - Male
ncRNA_inter_chr5_4352	Up	0.51	3.60	CBnPAs - Male
ncRNA_inter_chr5_4438	Up	1.53	6.24	Nuc - Female
ncRNA_inter_chr5_4465	Up	0.70	49.96	CBnPAs - Female
ncRNA_inter_chr5_4499	Up	11.26	429.81	CB - Male
ncRNA_inter_chr5_4503	Up	1.01	3.89	CBnPAs - Male
ncRNA_inter_chr5_4656	Up	8.47	2.47	CB - Female
ncRNA_inter_chr5_4695	Up	1.75	21.23	CBnPAs - Female
ncRNA_inter_chr5_4746	Up	12.49	2.45	CBnPAs - Male
ncRNA_inter_chr5_4748	Up	1.19	4.47	CBnPAs - Male
ncRNA_inter_chr5_4750	Up	2.06	3.86	CBnPAs - Male
ncRNA_inter_chr5_4751	Up	5.02	3.91	CBnPAs - Female
ncRNA_inter_chr6_4826	Up	2.34	2.99	CBnPAs - Male
ncRNA_inter_chr6_5035	Up	1.12	5.71	CBnPAs - Male
ncRNA_inter_chr6_5106	Up	1.77	2.86	CBnPAs - Male
ncRNA_inter_chr6_5131	Up	5.25	23.40	NP - Female
ncRNA_inter_chr6_5154	Up	4.75	10.03	NP - Female
ncRNA_inter_chr6_5248	Up	1.81	2.36	CBnPAs - Female
ncRNA_inter_chr6_5249	Up	2.68	7.78	Cyto - Male
ncRNA_inter_chr6_5304	Up	0.66	4.41	NP - Female
ncRNA_inter_chr6_5310	Up	7.87	2.49	CB - Female
ncRNA_inter_chr6_5595	Up	83.97	2.86	CB - Male
ncRNA_inter_chr6_5719	Up	1.67	7.84	CBnPAs - Male
ncRNA_inter_chr6_5720	Up	2.86	10.29	CB - Male
ncRNA_inter_chr6_5721	Up	10.51	12.00	CB - Male
ncRNA_inter_chr6_5739	Up	2.62	1.93	CBnPAs - Female
ncRNA_inter_chr6_5742	Up	0.58	3.51	CBnPAs - Male
ncRNA_inter_chr6_5743	Up	1.02	3.01	CBnPAs - Male
ncRNA_inter_chr6_5744	Up	6.97	4.30	CBnPAs - Male
ncRNA_inter_chr6_5745	Up	5.05	2.06	CBnPAs - Female
ncRNA_inter_chr6_5746	Up	1.18	1.83	CBnPAs - Female
ncRNA_inter_chr6_5748	Up	0.39	2.71	CBnPAs - Male
ncRNA_inter_chr6_5749	Up	0.87	1.80	CBnPAs - Female
ncRNA_inter_chr6_5750	Up	1.60	1.79	CBnPAs - Female
ncRNA_inter_chr6_5751	Up	0.20	2.90	CBnPAs - Female
ncRNA_inter_chr6_5752	Up	11.36	3.12	CBnPAs - Male
ncRNA_inter_chr6_5753	Up	12.86	2.02	CBnPAs - Female
ncRNA_inter_chr6_5754	Up	0.49	2.65	CBnPAs - Male
ncRNA_inter_chr6_5756	Up	2.00	2.30	CBnPAs - Male
ncRNA_inter_chr6_5757	Up	0.67	2.86	CBnPAs - Male
ncRNA_inter_chr6_5760	Up	13.82	1.83	CBnPAs - Female
ncRNA_inter_chr6_5761	Up	13.03	2.12	CBnPAs - Female
ncRNA_inter_chr6_5762	Up	2.57	1.93	CB - Female
ncRNA_inter_chr6_5763	Up	1.41	1.78	CBnPAs - Female
ncRNA_inter_chr6_5764	Up	19.39	1.92	CBnPAs - Female
ncRNA_inter_chr6_5765	Up	24.27	1.85	CBnPAs - Female
ncRNA_inter_chr6_5767	Up	9.77	1.86	CBnPAs - Female
ncRNA_inter_chr6_5768	Up	59.36	1.84	CBnPAs - Female
ncRNA_inter_chr6_5769	Up	155.94	1.76	CBnPAs - Female
ncRNA_inter_chr6_5770	Up	8.76	2.02	CBnPAs - Female
ncRNA_inter_chr6_5771	Up	122.94	1.83	CBnPAs - Female
ncRNA_inter_chr6_5772	Up	157.59	1.97	CBnPAs - Female
ncRNA_inter_chr6_5774	Up	13.77	2.09	CBnPAs - Female
ncRNA_inter_chr6_5775	Up	4.08	2.89	CBnPAs - Male
ncRNA_inter_chr6_5776	Up	105.88	1.94	CBnPAs - Female
ncRNA_inter_chr6_5777	Up	657.70	1.79	CBnPAs - Female
ncRNA_inter_chr6_5778	Up	5.92	1.92	CBnPAs - Female
ncRNA_inter_chr6_5779	Up	10.08	1.79	CBnPAs - Female
ncRNA_inter_chr6_5795	Up	0.32	2.50	CBnPAs - Female
ncRNA_inter_chr6_5796	Up	3.54	2.17	CBnPAs - Female
ncRNA_inter_chr6_5798	Up	1.57	2.29	CBnPAs - Female
ncRNA_inter_chr6_5799	Up	17.80	2.13	CB - Female
ncRNA_inter_chr6_5803	Up	49.17	2.23	CBnPAs - Female
ncRNA_inter_chr6_5807	Up	0.96	2.12	CBnPAs - Female
ncRNA_inter_chr6_5808	Up	2.48	2.45	CBnPAs - Male
ncRNA_inter_chr6_5809	Up	70.11	2.31	CB - Female
ncRNA_inter_chr6_5810	Up	1.30	2.25	CBnPAs - Female
ncRNA_inter_chr6_5812	Up	5.58	1.93	CBnPAs - Female
ncRNA_inter_chr6_5813	Up	2.42	1.92	CBnPAs - Male
ncRNA_inter_chr6_5814	Up	4.20	3.06	CBnPAs - Male
ncRNA_inter_chr6_5818	Up	42.85	2.16	CBnPAs - Female
ncRNA_inter_chr6_5819	Up	21.98	2.06	CBnPAs - Male
ncRNA_inter_chr6_5820	Up	13.07	2.14	CBnPAs - Female
ncRNA_inter_chr6_5821	Up	9.38	2.02	CBnPAs - Female
ncRNA_inter_chr6_5822	Up	1.06	4.91	CB - Male
ncRNA_inter_chr6_5824	Up	4.77	9.35	CB - Female
ncRNA_inter_chr7_5998	Up	189.08	137.61	NP - Female
ncRNA_inter_chr7_6085	Up	138.69	1.78	CBnPAs - Female
ncRNA_inter_chr7_6094	Up	2.07	2.52	CBnPAs - Female
ncRNA_inter_chr7_6101	Up	2.44	3.55	CB - Female
ncRNA_inter_chr7_6290	Up	0.47	3.43	CBnPAs - Male
ncRNA_inter_chr7_6343	Up	1.29	45.13	Nuc - Female
ncRNA_inter_chr7_6390	Up	2.24	11.32	CBnPAs - Male
ncRNA_inter_chr7_6391	Up	2.18	14.30	CB - Male
ncRNA_inter_chr7_6392	Up	1.34	24.81	CB - Male
ncRNA_inter_chr7_6508	Up	2.56	12.47	CB - Female
ncRNA_inter_chr7_6509	Up	4.00	3.19	CBnPAs - Female
ncRNA_inter_chr7_6522	Up	1.79	11.06	CB - Female
ncRNA_inter_chr7_6523	Up	8.95	6.63	CB - Female
ncRNA_inter_chr7_6708	Up	0.27	6.99	CBnPAs - Female
ncRNA_inter_chr7_6709	Up	8.84	2.68	CBnPAs - Female
ncRNA_inter_chr8_6891	Up	2.47	9.50	CBnPAs - Female
ncRNA_inter_chr8_6896	Up	6.74	7.45	CBnPAs - Male
ncRNA_inter_chr8_7169	Up	0.33	16.07	CB - Female
ncRNA_inter_chr8_7386	Up	0.19	15.64	CBnPAs - Female
ncRNA_inter_chr8_7511	Up	2.70	2.88	CBnPAs - Female
ncRNA_inter_chr8_7605	Up	0.36	7.52	CB - Female
ncRNA_inter_chr8_7606	Up	12.93	190.52	Cyto - Female
ncRNA_inter_chr9_7763	Up	3.81	2.36	Nuc - Female
ncRNA_inter_chr9_7791	Up	0.15	39.40	Cyto - Female
ncRNA_inter_chr9_7875	Up	3.92	3.65	NP - Male
ncRNA_inter_chr9_7995	Up	1.38	10.90	Cyto - Male
ncRNA_inter_chr9_8081	Up	0.52	6.86	CBnPAs - Female
ncRNA_inter_chr9_8300	Up	0.25	43.92	CBnPAs - Male
ncRNA_inter_chr9_8301	Up	13.23	8.04	CB - Female
ncRNA_inter_chr9_8302	Up	0.90	9.37	Cyto - Female
ncRNA_inter_chrX_15240	Up	9.24	3.64	CBnPAs - Female
ncRNA_inter_chrX_15241	Up	0.68	5.46	CBnPAs - Female
ncRNA_inter_chrX_15242	Up	4.52	2.79	CBnPAs - Female
ncRNA_inter_chrX_15243	Up	30.97	3.32	CB - Female
ncRNA_inter_chrX_15244	Up	7.64	4.36	CBnPAs - Female
ncRNA_inter_chrX_15245	Up	14.91	7.52	CBnPAs - Female
ncRNA_inter_chrX_15246	Up	21.95	5.66	CB - Female
ncRNA_inter_chrX_15247	Up	63.17	6.66	CB - Female
ncRNA_inter_chrX_15248	Up	123.59	7.05	CB - Female
ncRNA_inter_chrX_15249	Up	1.74	6.03	CBnPAs - Female
ncRNA_inter_chrX_15250	Up	0.73	11.39	CBnPAs - Female
ncRNA_inter_chrX_15252	Up	0.54	8.94	NP - Female
ncRNA_intra_chr1_604	Up	1.88	6.19	CBnPAs - Female
ncRNA_intra_chr12_10865	Up	7.82	2.37	CBnPAs - Female
ncRNA_intra_chr12_10870	Up	21.24	2.62	CBnPAs - Female
ncRNA_intra_chr14_12153	Up	3.58	4.09	CBnPAs - Female
ncRNA_intra_chr15_12771	Up	174.92	2.15	CB - Male
ncRNA_intra_chr19_15011	Up	5.73	11.27	CBnPAs - Female
ncRNA_intra_chr19_15014	Up	33.21	5.54	CBnPAs - Female
ncRNA_intra_chr19_15028	Up	1.16	2.51	CBnPAs - Female
ncRNA_intra_chr19_15162	Up	4.60	2.21	CBnPAs - Female
ncRNA_intra_chr2_1740	Up	0.37	3.31	CBnPAs - Female
ncRNA_intra_chr5_4734	Up	54.34	3.15	CB - Female
ncRNA_intra_chr5_4738	Up	91.54	16.56	NP - Female
ncRNA_intra_chr7_5919	Up	0.61	78.32	CB - Female
ncRNA_intra_chr7_5920	Up	3.18	5.19	CBnPAs - Female
ncRNA_intra_chr7_6001	Up	48.60	2.16	CBnPAs - Female
ncRNA_intra_chr8_7308	Up	15.31	1.95	CBnPAs - Female
ncRNA_intra_chr8_7313	Up	8.97	3.33	CBnPAs - Female
ncRNA_intra_chr8_7314	Up	74.78	3.37	CBnPAs - Female
ncRNA_intra_chr8_7319	Up	2.64	3.07	CBnPAs - Female
ncRNA_intra_chr8_7321	Up	10.18	3.49	CBnPAs - Female
ncRNA_intra_chr8_7322	Up	10.85	3.45	CBnPAs - Female
ncRNA_intra_chr8_7323	Up	2.72	4.27	CBnPAs - Female
ncRNA_intra_chr9_8171	Up	15.18	1.98	CBnPAs - Female
NDC80	Up	0.10	12.08	Cyto - Female
NEBL	Up	0.57	364.11	Cyto - Female
NECAB2	Up	0.55	5.66	Cyto - Female
NEDD9	Up	15.79	6.52	NP - Female
NEK2	Up	3.50	3.32	Cyto - Female
NELFE	Up	1.83	1.90	CBnPAs - Male
